"Unidades locais en Galicia segundo actividade principal (divisións CNAE 2009)";""
"";""
"Unidade: Número de unidades locais";""
"Variables en filas: CNAE 2009, Espazo";""
"27017 Folgoso do Courel";"8"
"27050 Quiroga";"44"
"27052 Ribas de Sil";"9"
"27024 Incio, O";"13"
"27026 Láncara";"32"
"27042 Paradela";"21"
"27043 Páramo, O";"8"
"27055 Samos";"3"
"27057 Sarria";"164"
"27062 Triacastela";"3"
"27001 Abadín";"19"
"27007 Begonte";"36"
"27010 Castro de Rei";"52"
"27015 Cospeito";"37"
"27022 Guitiriz";"56"
"27033 Muras";"2"
"27044 Pastoriza";"31"
"27065 Vilalba";"146"
"27021 Xermade";"8"
"27008 Bóveda";"15"
"27031 Monforte de Lemos";"220"
"27041 Pantón";"24"
"27047 Pobra do Brollón, A";"19"
"27058 Saviñao, O";"51"
"27059 Sober";"31"
"27003 Antas de Ulla";"27"
"27032 Monterroso";"50"
"27040 Palas de Rei";"44"
"32001 Allariz";"87"
"32007 Baños de Molgas";"17"
"32043 Maceda";"41"
"32055 Paderne de Allariz";"16"
"32036 Xunqueira de Ambía";"26"
"32037 Xunqueira de Espadanedo";"8"
"32006 Bande";"25"
"32030 Entrimo";"28"
"32041 Lobeira";"5"
"32042 Lobios";"15"
"32051 Muíños";"20"
"32011 Beariz";"1"
"32013 Boborás";"22"
"32019 Carballiño, O";"226"
"32035 Irixo, O";"16"
"32045 Maside";"45"
"32061 Piñor";"16"
"32065 Punxín";"6"
"32074 San Amaro";"5"
"32076 San Cristovo de Cea";"27"
"32005 Baltar";"8"
"32012 Blancos, Os";"7"
"32016 Calvos de Randín";"5"
"32062 Porqueira";"7"
"32067 Rairiz de Veiga";"12"
"32077 Sandiás";"8"
"32078 Sarreaus";"9"
"32082 Trasmiras";"19"
"32089 Vilar de Barrio";"16"
"32090 Vilar de Santos";"10"
"32032 Xinzo de Limia";"135"
"32002 Amoeiro";"36"
"32008 Barbadás";"116"
"32026 Coles";"41"
"32031 Esgos";"12"
"32052 Nogueira de Ramuín";"19"
"32054 Ourense";"1.054"
"32058 Pereiro de Aguiar, O";"78"
"32059 Peroxa, A";"10"
"32075 San Cibrao das Viñas";"108"
"32079 Taboadela";"28"
"32081 Toén";"23"
"32087 Vilamarín";"18"
"32003 Arnoia, A";"8"
"32004 Avión";"16"
